scope,model_family,model,sku_id,description,observations,mae,rmse,wmape
sku,machine_learning,xgboost,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,28,3.4622,4.3658,1.1680
sku,deep_learning,gru,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,4.7551,9.5499,1.0321
sku,machine_learning,lightgbm,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,6.2235,9.3767,1.3508
sku,deep_learning,lstm,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,4.7409,9.5591,1.0290
sku,statistical,moving_average_7,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,6.3265,9.4850,1.3732
sku,statistical,naive_lag_1,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,7.8929,13.8112,1.7132
sku,statistical,seasonal_naive_lag_7,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,7.3571,11.8984,1.5969
sku,statistical,weekday_seasonal_mean,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,4.2934,8.9386,0.9319
sku,machine_learning,xgboost,22279,POCKET BAG BLUE PAISLEY RED SPOT,28,7.0650,9.8198,1.5335
sku,deep_learning,gru,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,1.3840,2.5937,1.1743
sku,machine_learning,lightgbm,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,2.4853,3.1559,2.1088
sku,deep_learning,lstm,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,1.3692,2.6064,1.1617
sku,statistical,moving_average_7,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,1.9643,2.8631,1.6667
sku,statistical,naive_lag_1,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,1.7857,3.5956,1.5152
sku,statistical,seasonal_naive_lag_7,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,2.6429,4.4561,2.2424
sku,statistical,weekday_seasonal_mean,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,1.5198,2.5926,1.2895
sku,machine_learning,xgboost,22280,POCKET BAG PINK PAISELY BROWN SPOT,28,2.5461,3.2657,2.1603
sku,deep_learning,gru,22281,EASTER TREE YELLOW BIRDS,28,0.1296,0.1994,3.6302
sku,machine_learning,lightgbm,22281,EASTER TREE YELLOW BIRDS,28,0.4500,0.5109,12.6003
sku,deep_learning,lstm,22281,EASTER TREE YELLOW BIRDS,28,0.1143,0.1938,3.2009
sku,statistical,moving_average_7,22281,EASTER TREE YELLOW BIRDS,28,0.0459,0.1928,1.2858
sku,statistical,naive_lag_1,22281,EASTER TREE YELLOW BIRDS,28,0.0714,0.2673,2.0000
sku,statistical,seasonal_naive_lag_7,22281,EASTER TREE YELLOW BIRDS,28,0.0357,0.1890,1.0000
sku,statistical,weekday_seasonal_mean,22281,EASTER TREE YELLOW BIRDS,28,0.7069,0.9019,19.7946
sku,machine_learning,xgboost,22281,EASTER TREE YELLOW BIRDS,28,0.4826,0.5193,13.5130
sku,deep_learning,gru,22282,12 EGG HOUSE PAINTED WOOD,28,0.8437,1.6982,1.3123
sku,machine_learning,lightgbm,22282,12 EGG HOUSE PAINTED WOOD,28,1.5221,1.9719,2.3678
sku,deep_learning,lstm,22282,12 EGG HOUSE PAINTED WOOD,28,0.8171,1.7060,1.2710
sku,statistical,moving_average_7,22282,12 EGG HOUSE PAINTED WOOD,28,1.0867,1.8245,1.6905
sku,statistical,naive_lag_1,22282,12 EGG HOUSE PAINTED WOOD,28,1.2143,2.4495,1.8889
sku,statistical,seasonal_naive_lag_7,22282,12 EGG HOUSE PAINTED WOOD,28,1.2500,2.5284,1.9444
sku,statistical,weekday_seasonal_mean,22282,12 EGG HOUSE PAINTED WOOD,28,1.0378,1.8024,1.6144
sku,machine_learning,xgboost,22282,12 EGG HOUSE PAINTED WOOD,28,1.6336,2.0562,2.5412
sku,deep_learning,gru,22283,6 EGG HOUSE PAINTED WOOD,28,0.8502,1.1564,1.1904
sku,machine_learning,lightgbm,22283,6 EGG HOUSE PAINTED WOOD,28,1.1721,1.3738,1.6409
sku,deep_learning,lstm,22283,6 EGG HOUSE PAINTED WOOD,28,0.8376,1.1722,1.1726
sku,statistical,moving_average_7,22283,6 EGG HOUSE PAINTED WOOD,28,0.9235,1.1802,1.2929
sku,statistical,naive_lag_1,22283,6 EGG HOUSE PAINTED WOOD,28,1.0357,1.4760,1.4500
sku,statistical,seasonal_naive_lag_7,22283,6 EGG HOUSE PAINTED WOOD,28,0.8571,1.2536,1.2000
sku,statistical,weekday_seasonal_mean,22283,6 EGG HOUSE PAINTED WOOD,28,1.1408,1.3642,1.5972
sku,machine_learning,xgboost,22283,6 EGG HOUSE PAINTED WOOD,28,1.2303,1.4692,1.7225
sku,deep_learning,gru,22284,HEN HOUSE DECORATION,28,2.2606,4.5664,1.1303
sku,machine_learning,lightgbm,22284,HEN HOUSE DECORATION,28,3.4398,4.5991,1.7199
sku,deep_learning,lstm,22284,HEN HOUSE DECORATION,28,2.2302,4.5785,1.1151
sku,statistical,moving_average_7,22284,HEN HOUSE DECORATION,28,3.3571,4.7469,1.6786
sku,statistical,naive_lag_1,22284,HEN HOUSE DECORATION,28,3.9286,6.5574,1.9643
sku,statistical,seasonal_naive_lag_7,22284,HEN HOUSE DECORATION,28,3.5714,6.2221,1.7857
sku,statistical,weekday_seasonal_mean,22284,HEN HOUSE DECORATION,28,3.8999,4.6662,1.9500
sku,machine_learning,xgboost,22284,HEN HOUSE DECORATION,28,3.7956,4.8290,1.8978
sku,deep_learning,gru,22285,HANGING HEN ON NEST DECORATION,28,1.2833,3.3692,1.1977
sku,machine_learning,lightgbm,22285,HANGING HEN ON NEST DECORATION,28,2.1118,3.4626,1.9710
sku,deep_learning,lstm,22285,HANGING HEN ON NEST DECORATION,28,1.2465,3.3782,1.1634
sku,statistical,moving_average_7,22285,HANGING HEN ON NEST DECORATION,28,1.8112,3.4503,1.6905
sku,statistical,naive_lag_1,22285,HANGING HEN ON NEST DECORATION,28,2.1429,4.8550,2.0000
sku,statistical,seasonal_naive_lag_7,22285,HANGING HEN ON NEST DECORATION,28,1.8214,4.2552,1.7000
sku,statistical,weekday_seasonal_mean,22285,HANGING HEN ON NEST DECORATION,28,4.0443,4.7246,3.7747
sku,machine_learning,xgboost,22285,HANGING HEN ON NEST DECORATION,28,2.2138,3.5134,2.0662
sku,deep_learning,gru,22286,DECORATION WOBBLY RABBIT METAL,28,2.0429,5.4360,1.1440
sku,machine_learning,lightgbm,22286,DECORATION WOBBLY RABBIT METAL,28,4.4396,5.9932,2.4862
sku,deep_learning,lstm,22286,DECORATION WOBBLY RABBIT METAL,28,2.0142,5.4524,1.1279
sku,statistical,moving_average_7,22286,DECORATION WOBBLY RABBIT METAL,28,3.1122,5.7480,1.7429
sku,statistical,naive_lag_1,22286,DECORATION WOBBLY RABBIT METAL,28,3.5000,7.7460,1.9600
sku,statistical,seasonal_naive_lag_7,22286,DECORATION WOBBLY RABBIT METAL,28,3.4286,7.8102,1.9200
sku,statistical,weekday_seasonal_mean,22286,DECORATION WOBBLY RABBIT METAL,28,3.5018,5.5145,1.9610
sku,machine_learning,xgboost,22286,DECORATION WOBBLY RABBIT METAL,28,4.7972,6.1564,2.6864
sku,deep_learning,gru,22287,DECORATION WOBBLY CHICKEN,28,2.2470,6.3572,1.1439
sku,machine_learning,lightgbm,22287,DECORATION WOBBLY CHICKEN,28,4.7270,6.7283,2.4065
sku,deep_learning,lstm,22287,DECORATION WOBBLY CHICKEN,28,2.2085,6.3736,1.1243
sku,statistical,moving_average_7,22287,DECORATION WOBBLY CHICKEN,28,3.3163,6.4297,1.6883
sku,statistical,naive_lag_1,22287,DECORATION WOBBLY CHICKEN,28,3.7857,8.9323,1.9273
sku,statistical,seasonal_naive_lag_7,22287,DECORATION WOBBLY CHICKEN,28,3.7143,8.9243,1.8909
sku,statistical,weekday_seasonal_mean,22287,DECORATION WOBBLY CHICKEN,28,2.8822,5.9347,1.4673
sku,machine_learning,xgboost,22287,DECORATION WOBBLY CHICKEN,28,5.2493,6.9324,2.6724
sku,deep_learning,gru,22288,HANGING METAL RABBIT DECORATION,28,0.2687,0.5259,1.8812
sku,machine_learning,lightgbm,22288,HANGING METAL RABBIT DECORATION,28,0.7024,0.7761,4.9169
sku,deep_learning,lstm,22288,HANGING METAL RABBIT DECORATION,28,0.2476,0.5251,1.7334
sku,statistical,moving_average_7,22288,HANGING METAL RABBIT DECORATION,28,0.2755,0.5650,1.9286
sku,statistical,naive_lag_1,22288,HANGING METAL RABBIT DECORATION,28,0.2857,0.7559,2.0000
sku,statistical,seasonal_naive_lag_7,22288,HANGING METAL RABBIT DECORATION,28,0.2500,0.6814,1.7500
sku,statistical,weekday_seasonal_mean,22288,HANGING METAL RABBIT DECORATION,28,1.6909,2.0099,11.8361
sku,machine_learning,xgboost,22288,HANGING METAL RABBIT DECORATION,28,0.7633,0.8173,5.3434
sku,deep_learning,gru,22289,HANGING METAL CHICKEN DECORATION,28,0.1336,0.2017,3.7403
sku,machine_learning,lightgbm,22289,HANGING METAL CHICKEN DECORATION,28,0.5151,0.5751,14.4220
sku,deep_learning,lstm,22289,HANGING METAL CHICKEN DECORATION,28,0.1187,0.1959,3.3241
sku,statistical,moving_average_7,22289,HANGING METAL CHICKEN DECORATION,28,0.0714,0.2020,2.0003
sku,statistical,naive_lag_1,22289,HANGING METAL CHICKEN DECORATION,28,0.0714,0.2673,2.0000
sku,statistical,seasonal_naive_lag_7,22289,HANGING METAL CHICKEN DECORATION,28,0.0714,0.2673,2.0000
sku,statistical,weekday_seasonal_mean,22289,HANGING METAL CHICKEN DECORATION,28,1.0347,1.4740,28.9712
sku,machine_learning,xgboost,22289,HANGING METAL CHICKEN DECORATION,28,0.4471,0.5256,12.5201
sku,deep_learning,gru,22290,UNKNOWN,28,0.0875,0.0875,0.0000
sku,machine_learning,lightgbm,22290,UNKNOWN,28,0.3405,0.3581,0.0000
sku,deep_learning,lstm,22290,UNKNOWN,28,0.0757,0.0757,0.0000
sku,statistical,moving_average_7,22290,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,naive_lag_1,22290,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,seasonal_naive_lag_7,22290,UNKNOWN,28,0.0000,0.0000,0.0000
sku,statistical,weekday_seasonal_mean,22290,UNKNOWN,28,0.9415,1.3602,0.0000
sku,machine_learning,xgboost,22290,UNKNOWN,28,0.1855,0.1977,0.0000
sku,deep_learning,gru,22291,HANGING CHICK CREAM DECORATION,28,0.1760,0.2666,2.4634
sku,machine_learning,lightgbm,22291,HANGING CHICK CREAM DECORATION,28,0.5184,0.5863,7.2581
sku,deep_learning,lstm,22291,HANGING CHICK CREAM DECORATION,28,0.1592,0.2620,2.2282
sku,statistical,moving_average_7,22291,HANGING CHICK CREAM DECORATION,28,0.1327,0.2780,1.8572
sku,statistical,naive_lag_1,22291,HANGING CHICK CREAM DECORATION,28,0.1429,0.3780,2.0000
sku,statistical,seasonal_naive_lag_7,22291,HANGING CHICK CREAM DECORATION,28,0.1429,0.3780,2.0000
sku,statistical,weekday_seasonal_mean,22291,HANGING CHICK CREAM DECORATION,28,4.4088,5.0081,61.7230
sku,machine_learning,xgboost,22291,HANGING CHICK CREAM DECORATION,28,0.5468,0.6107,7.6548
sku,deep_learning,gru,22292,HANGING CHICK YELLOW DECORATION,28,0.3203,0.6096,1.7939
sku,machine_learning,lightgbm,22292,HANGING CHICK YELLOW DECORATION,28,0.7135,0.8331,3.9957
sku,deep_learning,lstm,22292,HANGING CHICK YELLOW DECORATION,28,0.2928,0.6078,1.6399
sku,statistical,moving_average_7,22292,HANGING CHICK YELLOW DECORATION,28,0.3265,0.6613,1.8286
sku,statistical,naive_lag_1,22292,HANGING CHICK YELLOW DECORATION,28,0.3571,0.8864,2.0000
sku,statistical,seasonal_naive_lag_7,22292,HANGING CHICK YELLOW DECORATION,28,0.5000,1.1650,2.8000
sku,statistical,weekday_seasonal_mean,22292,HANGING CHICK YELLOW DECORATION,28,3.7219,4.3443,20.8427
sku,machine_learning,xgboost,22292,HANGING CHICK YELLOW DECORATION,28,0.7719,0.8826,4.3226
sku,deep_learning,gru,22293,HANGING CHICK GREEN DECORATION,28,0.2833,0.4431,1.9832
sku,machine_learning,lightgbm,22293,HANGING CHICK GREEN DECORATION,28,0.6774,0.7530,4.7419
sku,deep_learning,lstm,22293,HANGING CHICK GREEN DECORATION,28,0.2559,0.4406,1.7915
sku,statistical,moving_average_7,22293,HANGING CHICK GREEN DECORATION,28,0.2857,0.5007,2.0000
sku,statistical,naive_lag_1,22293,HANGING CHICK GREEN DECORATION,28,0.2857,0.6547,2.0000
sku,statistical,seasonal_naive_lag_7,22293,HANGING CHICK GREEN DECORATION,28,0.4286,1.0000,3.0000
sku,statistical,weekday_seasonal_mean,22293,HANGING CHICK GREEN DECORATION,28,2.7080,3.2536,18.9563
sku,machine_learning,xgboost,22293,HANGING CHICK GREEN DECORATION,28,0.7288,0.7787,5.1014
sku,deep_learning,gru,22294,HEART FILIGREE DOVE SMALL,28,14.2406,23.1813,1.0172
sku,machine_learning,lightgbm,22294,HEART FILIGREE DOVE SMALL,28,15.6517,21.0253,1.1180
sku,deep_learning,lstm,22294,HEART FILIGREE DOVE SMALL,28,13.8847,23.5674,0.9918
sku,statistical,moving_average_7,22294,HEART FILIGREE DOVE SMALL,28,17.5867,22.7659,1.2562
sku,statistical,naive_lag_1,22294,HEART FILIGREE DOVE SMALL,28,21.5000,32.5280,1.5357
sku,statistical,seasonal_naive_lag_7,22294,HEART FILIGREE DOVE SMALL,28,21.0000,30.9008,1.5000
sku,statistical,weekday_seasonal_mean,22294,HEART FILIGREE DOVE SMALL,28,17.1155,21.9572,1.2225
sku,machine_learning,xgboost,22294,HEART FILIGREE DOVE SMALL,28,15.1703,20.4863,1.0836
sku,deep_learning,gru,22295,HEART FILIGREE DOVE LARGE,28,12.4461,47.9396,1.0043
sku,machine_learning,lightgbm,22295,HEART FILIGREE DOVE LARGE,28,16.0663,47.4962,1.2964
sku,deep_learning,lstm,22295,HEART FILIGREE DOVE LARGE,28,12.4483,47.9663,1.0045
sku,statistical,moving_average_7,22295,HEART FILIGREE DOVE LARGE,28,21.0204,51.1734,1.6962
sku,statistical,naive_lag_1,22295,HEART FILIGREE DOVE LARGE,28,21.9286,65.2068,1.7695
sku,statistical,seasonal_naive_lag_7,22295,HEART FILIGREE DOVE LARGE,28,22.5000,67.8507,1.8156
sku,statistical,weekday_seasonal_mean,22295,HEART FILIGREE DOVE LARGE,28,17.7123,46.8693,1.4292
sku,machine_learning,xgboost,22295,HEART FILIGREE DOVE LARGE,28,17.1270,47.9733,1.3820
sku,deep_learning,gru,22296,HEART IVORY TRELLIS LARGE,28,7.2818,13.0135,1.0094
sku,machine_learning,lightgbm,22296,HEART IVORY TRELLIS LARGE,28,8.9601,12.4400,1.2420
sku,deep_learning,lstm,22296,HEART IVORY TRELLIS LARGE,28,7.2246,13.0283,1.0014
sku,statistical,moving_average_7,22296,HEART IVORY TRELLIS LARGE,28,9.1378,13.0551,1.2666
sku,statistical,naive_lag_1,22296,HEART IVORY TRELLIS LARGE,28,8.7500,13.5739,1.2129
sku,statistical,seasonal_naive_lag_7,22296,HEART IVORY TRELLIS LARGE,28,12.0000,17.7482,1.6634
sku,statistical,weekday_seasonal_mean,22296,HEART IVORY TRELLIS LARGE,28,11.0336,13.0545,1.5294
sku,machine_learning,xgboost,22296,HEART IVORY TRELLIS LARGE,28,9.1565,12.3155,1.2692
sku,deep_learning,gru,22297,HEART IVORY TRELLIS SMALL,28,8.3064,12.2673,1.0025
sku,machine_learning,lightgbm,22297,HEART IVORY TRELLIS SMALL,28,11.1001,13.0829,1.3397
sku,deep_learning,lstm,22297,HEART IVORY TRELLIS SMALL,28,8.2425,12.6375,0.9948
sku,statistical,moving_average_7,22297,HEART IVORY TRELLIS SMALL,28,12.4286,14.5057,1.5000
sku,statistical,naive_lag_1,22297,HEART IVORY TRELLIS SMALL,28,13.5000,18.4061,1.6293
sku,statistical,seasonal_naive_lag_7,22297,HEART IVORY TRELLIS SMALL,28,14.6429,19.7990,1.7672
sku,statistical,weekday_seasonal_mean,22297,HEART IVORY TRELLIS SMALL,28,12.9638,15.7553,1.5646
sku,machine_learning,xgboost,22297,HEART IVORY TRELLIS SMALL,28,11.4645,13.5301,1.3836
sku,deep_learning,gru,22299,PIG KEYRING WITH LIGHT & SOUND,28,24.0976,48.1303,0.9807
sku,machine_learning,lightgbm,22299,PIG KEYRING WITH LIGHT & SOUND,28,21.9043,40.5269,0.8915
sku,deep_learning,lstm,22299,PIG KEYRING WITH LIGHT & SOUND,28,24.0966,48.1939,0.9807
sku,statistical,moving_average_7,22299,PIG KEYRING WITH LIGHT & SOUND,28,21.4541,37.7102,0.8731
sku,statistical,naive_lag_1,22299,PIG KEYRING WITH LIGHT & SOUND,28,30.6786,51.7704,1.2485
sku,statistical,seasonal_naive_lag_7,22299,PIG KEYRING WITH LIGHT & SOUND,28,24.7500,40.1804,1.0073
sku,statistical,weekday_seasonal_mean,22299,PIG KEYRING WITH LIGHT & SOUND,28,24.6557,46.9060,1.0034
sku,machine_learning,xgboost,22299,PIG KEYRING WITH LIGHT & SOUND,28,23.4196,40.5845,0.9531
sku,deep_learning,gru,22300,COFFEE MUG DOG + BALL DESIGN,28,3.8836,5.5399,1.0456
sku,machine_learning,lightgbm,22300,COFFEE MUG DOG + BALL DESIGN,28,7.5903,9.5210,2.0436
sku,deep_learning,lstm,22300,COFFEE MUG DOG + BALL DESIGN,28,3.8219,5.5976,1.0290
sku,statistical,moving_average_7,22300,COFFEE MUG DOG + BALL DESIGN,28,4.3826,5.4754,1.1799
sku,statistical,naive_lag_1,22300,COFFEE MUG DOG + BALL DESIGN,28,5.8214,7.8763,1.5673
sku,statistical,seasonal_naive_lag_7,22300,COFFEE MUG DOG + BALL DESIGN,28,6.2143,8.5315,1.6731
sku,statistical,weekday_seasonal_mean,22300,COFFEE MUG DOG + BALL DESIGN,28,4.1281,5.2183,1.1114
sku,machine_learning,xgboost,22300,COFFEE MUG DOG + BALL DESIGN,28,7.8297,9.8248,2.1080
sku,deep_learning,gru,22301,COFFEE MUG CAT + BIRD DESIGN,28,3.8851,5.9522,0.9627
sku,machine_learning,lightgbm,22301,COFFEE MUG CAT + BIRD DESIGN,28,8.3526,10.0630,2.0697
sku,deep_learning,lstm,22301,COFFEE MUG CAT + BIRD DESIGN,28,3.8391,6.0431,0.9513
sku,statistical,moving_average_7,22301,COFFEE MUG CAT + BIRD DESIGN,28,4.5459,5.9118,1.1264
sku,statistical,naive_lag_1,22301,COFFEE MUG CAT + BIRD DESIGN,28,5.8214,8.2700,1.4425
sku,statistical,seasonal_naive_lag_7,22301,COFFEE MUG CAT + BIRD DESIGN,28,5.7857,8.3152,1.4336
sku,statistical,weekday_seasonal_mean,22301,COFFEE MUG CAT + BIRD DESIGN,28,4.8208,5.8221,1.1945
sku,machine_learning,xgboost,22301,COFFEE MUG CAT + BIRD DESIGN,28,8.8469,10.5845,2.1922
sku,deep_learning,gru,22302,COFFEE MUG PEARS DESIGN,28,6.8921,10.2608,1.0051
sku,machine_learning,lightgbm,22302,COFFEE MUG PEARS DESIGN,28,10.3546,12.5891,1.5100
sku,deep_learning,lstm,22302,COFFEE MUG PEARS DESIGN,28,6.8888,10.4315,1.0046
sku,statistical,moving_average_7,22302,COFFEE MUG PEARS DESIGN,28,8.1378,10.1669,1.1868
sku,statistical,naive_lag_1,22302,COFFEE MUG PEARS DESIGN,28,9.5357,13.4735,1.3906
sku,statistical,seasonal_naive_lag_7,22302,COFFEE MUG PEARS DESIGN,28,8.2857,12.2737,1.2083
sku,statistical,weekday_seasonal_mean,22302,COFFEE MUG PEARS DESIGN,28,5.6593,7.8691,0.8253
sku,machine_learning,xgboost,22302,COFFEE MUG PEARS DESIGN,28,11.6160,14.0323,1.6940
sku,deep_learning,gru,22303,COFFEE MUG APPLES DESIGN,28,7.2508,11.4831,0.9399
sku,machine_learning,lightgbm,22303,COFFEE MUG APPLES DESIGN,28,10.9008,13.7659,1.4131
sku,deep_learning,lstm,22303,COFFEE MUG APPLES DESIGN,28,7.3588,11.7646,0.9539
sku,statistical,moving_average_7,22303,COFFEE MUG APPLES DESIGN,28,8.2704,11.3323,1.0721
sku,statistical,naive_lag_1,22303,COFFEE MUG APPLES DESIGN,28,10.5000,15.8159,1.3611
sku,statistical,seasonal_naive_lag_7,22303,COFFEE MUG APPLES DESIGN,28,8.4643,13.0425,1.0972
sku,statistical,weekday_seasonal_mean,22303,COFFEE MUG APPLES DESIGN,28,6.7599,9.9756,0.8763
sku,machine_learning,xgboost,22303,COFFEE MUG APPLES DESIGN,28,12.6492,15.8113,1.6397
sku,deep_learning,gru,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,2.3014,7.0761,1.0922
sku,machine_learning,lightgbm,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,8.3829,10.9865,3.9783
sku,deep_learning,lstm,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,2.2604,7.0891,1.0727
sku,statistical,moving_average_7,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,2.6173,7.0598,1.2421
sku,statistical,naive_lag_1,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,4.1071,9.9946,1.9492
sku,statistical,seasonal_naive_lag_7,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,2.1786,7.1439,1.0339
sku,statistical,weekday_seasonal_mean,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,4.3706,6.8396,2.0742
sku,machine_learning,xgboost,22304,COFFEE MUG BLUE PAISLEY DESIGN,28,7.8045,10.2204,3.7038
sku,deep_learning,gru,22305,COFFEE MUG PINK PAISLEY DESIGN,28,0.7525,2.3055,1.3169
sku,machine_learning,lightgbm,22305,COFFEE MUG PINK PAISLEY DESIGN,28,1.6413,2.5942,2.8722
sku,deep_learning,lstm,22305,COFFEE MUG PINK PAISLEY DESIGN,28,0.7163,2.3093,1.2535
sku,statistical,moving_average_7,22305,COFFEE MUG PINK PAISLEY DESIGN,28,0.8571,2.3804,1.5000
sku,statistical,naive_lag_1,22305,COFFEE MUG PINK PAISLEY DESIGN,28,1.1429,3.2950,2.0000
sku,statistical,seasonal_naive_lag_7,22305,COFFEE MUG PINK PAISLEY DESIGN,28,0.7500,2.3979,1.3125
sku,statistical,weekday_seasonal_mean,22305,COFFEE MUG PINK PAISLEY DESIGN,28,3.4025,4.5097,5.9544
sku,machine_learning,xgboost,22305,COFFEE MUG PINK PAISLEY DESIGN,28,1.6721,2.5847,2.9262
sku,deep_learning,gru,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,9.8563,13.3783,0.8989
sku,machine_learning,lightgbm,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,10.4718,12.8080,0.9551
sku,deep_learning,lstm,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,9.8753,13.8196,0.9007
sku,statistical,moving_average_7,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,10.3878,13.2515,0.9474
sku,statistical,naive_lag_1,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,13.7143,18.7178,1.2508
sku,statistical,seasonal_naive_lag_7,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,14.0357,18.2551,1.2801
sku,statistical,weekday_seasonal_mean,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,10.0675,15.2313,0.9182
sku,machine_learning,xgboost,22306,SILVER MUG BONE CHINA TREE OF LIFE,28,11.6341,13.9000,1.0611
sku,deep_learning,gru,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,8.2464,12.0532,1.1048
sku,machine_learning,lightgbm,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,10.5759,12.5263,1.4169
sku,deep_learning,lstm,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,7.9202,12.2802,1.0611
sku,statistical,moving_average_7,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,9.9235,11.9810,1.3295
sku,statistical,naive_lag_1,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,14.1786,19.0385,1.8995
sku,statistical,seasonal_naive_lag_7,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,11.9643,16.4023,1.6029
sku,statistical,weekday_seasonal_mean,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,7.5105,12.8881,1.0062
sku,machine_learning,xgboost,22307,GOLD MUG BONE CHINA TREE OF LIFE,28,11.3792,13.2083,1.5245
sku,deep_learning,gru,22308,TEA COSY BLUE STRIPE,28,1.1394,1.6884,0.9384
sku,machine_learning,lightgbm,22308,TEA COSY BLUE STRIPE,28,2.5439,3.1842,2.0950
sku,deep_learning,lstm,22308,TEA COSY BLUE STRIPE,28,1.1387,1.7000,0.9377
sku,statistical,moving_average_7,22308,TEA COSY BLUE STRIPE,28,1.5969,2.0566,1.3151
sku,statistical,naive_lag_1,22308,TEA COSY BLUE STRIPE,28,2.2500,4.2636,1.8529
sku,statistical,seasonal_naive_lag_7,22308,TEA COSY BLUE STRIPE,28,2.0714,4.1144,1.7059
sku,statistical,weekday_seasonal_mean,22308,TEA COSY BLUE STRIPE,28,0.9424,1.4649,0.7761
sku,machine_learning,xgboost,22308,TEA COSY BLUE STRIPE,28,2.3491,2.7345,1.9345
sku,deep_learning,gru,22309,TEA COSY RED STRIPE,28,1.6341,2.3316,1.0168
sku,machine_learning,lightgbm,22309,TEA COSY RED STRIPE,28,2.8243,3.4006,1.7573
sku,deep_learning,lstm,22309,TEA COSY RED STRIPE,28,1.6356,2.3364,1.0177
sku,statistical,moving_average_7,22309,TEA COSY RED STRIPE,28,1.9184,2.3798,1.1936
sku,statistical,naive_lag_1,22309,TEA COSY RED STRIPE,28,2.5714,3.5456,1.6000
sku,statistical,seasonal_naive_lag_7,22309,TEA COSY RED STRIPE,28,2.1429,3.1396,1.3333
sku,statistical,weekday_seasonal_mean,22309,TEA COSY RED STRIPE,28,1.7488,2.3032,1.0882
sku,machine_learning,xgboost,22309,TEA COSY RED STRIPE,28,2.5286,3.0149,1.5733
sku,deep_learning,gru,22310,IVORY KNITTED MUG COSY,28,7.2543,28.2328,1.0311
sku,machine_learning,lightgbm,22310,IVORY KNITTED MUG COSY,28,9.9134,27.4041,1.4090
sku,deep_learning,lstm,22310,IVORY KNITTED MUG COSY,28,7.2274,28.2398,1.0273
sku,statistical,moving_average_7,22310,IVORY KNITTED MUG COSY,28,12.4643,30.1547,1.7716
sku,statistical,naive_lag_1,22310,IVORY KNITTED MUG COSY,28,14.2143,40.2350,2.0203
sku,statistical,seasonal_naive_lag_7,22310,IVORY KNITTED MUG COSY,28,13.3214,40.1946,1.8934
sku,statistical,weekday_seasonal_mean,22310,IVORY KNITTED MUG COSY,28,7.4307,28.2174,1.0561
sku,machine_learning,xgboost,22310,IVORY KNITTED MUG COSY,28,10.8983,28.3888,1.5490
sku,deep_learning,gru,22311,OFFICE MUG WARMER BLACK+SILVER,28,8.1447,27.1627,1.0319
sku,machine_learning,lightgbm,22311,OFFICE MUG WARMER BLACK+SILVER,28,13.3583,27.8610,1.6925
sku,deep_learning,lstm,22311,OFFICE MUG WARMER BLACK+SILVER,28,8.0854,27.2225,1.0244
sku,statistical,moving_average_7,22311,OFFICE MUG WARMER BLACK+SILVER,28,13.1990,29.1307,1.6723
sku,statistical,naive_lag_1,22311,OFFICE MUG WARMER BLACK+SILVER,28,13.8929,37.8517,1.7602
sku,statistical,seasonal_naive_lag_7,22311,OFFICE MUG WARMER BLACK+SILVER,28,12.7500,36.8137,1.6154
sku,statistical,weekday_seasonal_mean,22311,OFFICE MUG WARMER BLACK+SILVER,28,7.8347,26.9048,0.9926
